,bal,Gmean2,recall,pf,fpr,tpr
1,0.6830210980887891,0.7427813527082074,1.0,0.4482758620689655,"[0.         0.00689655 0.04827586 0.04827586 0.12413793 0.12413793
 0.13103448 0.13103448 0.16551724 0.16551724 0.39310345 0.40689655
 0.44827586 0.46206897 0.51724138 0.54482759 0.57241379 0.5862069
 0.63448276 0.64827586 0.69655172 0.73793103 0.75172414 0.77241379
 0.83448276 0.85517241 0.86896552 0.88965517 0.90344828 0.91724138
 0.93793103 0.94482759 0.96551724 0.97241379 0.9862069  1.        ]","[0.   0.   0.   0.25 0.25 0.5  0.5  0.75 0.75 1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   1.
 1.   1.   1.   1.   1.   1.   1.   1.  ]"
