name,score
"FTR33__fft_coefficient__coeff_58__attr_""real""",0
"FTR33__fft_coefficient__coeff_59__attr_""abs""",0
"FTR33__fft_coefficient__coeff_59__attr_""angle""",0
"FTR33__fft_coefficient__coeff_59__attr_""imag""",0
"FTR33__fft_coefficient__coeff_59__attr_""real""",0
"FTR33__fft_coefficient__coeff_60__attr_""abs""",0
"FTR33__fft_coefficient__coeff_60__attr_""angle""",0
"FTR33__fft_coefficient__coeff_60__attr_""imag""",0
"FTR33__fft_coefficient__coeff_68__attr_""angle""",0
"FTR33__fft_coefficient__coeff_68__attr_""imag""",0
"FTR33__fft_coefficient__coeff_68__attr_""real""",0
"FTR33__fft_coefficient__coeff_76__attr_""abs""",0
"FTR33__fft_coefficient__coeff_76__attr_""imag""",0
"FTR33__fft_coefficient__coeff_76__attr_""real""",0
"FTR33__fft_coefficient__coeff_77__attr_""abs""",0
"FTR33__fft_coefficient__coeff_77__attr_""angle""",0
"FTR33__fft_coefficient__coeff_77__attr_""imag""",0
"FTR33__fft_coefficient__coeff_77__attr_""real""",0
"FTR33__fft_coefficient__coeff_78__attr_""abs""",0
"FTR33__fft_coefficient__coeff_78__attr_""angle""",0
"FTR33__fft_coefficient__coeff_78__attr_""imag""",0
"FTR33__fft_coefficient__coeff_78__attr_""real""",0
"FTR33__fft_coefficient__coeff_79__attr_""abs""",0
"FTR33__fft_coefficient__coeff_79__attr_""angle""",0
"FTR33__fft_coefficient__coeff_79__attr_""imag""",0
"FTR33__fft_coefficient__coeff_79__attr_""real""",0
"FTR33__fft_coefficient__coeff_80__attr_""abs""",0
"FTR33__fft_coefficient__coeff_80__attr_""angle""",0
"FTR33__fft_coefficient__coeff_80__attr_""imag""",0
"FTR33__fft_coefficient__coeff_80__attr_""real""",0
"FTR33__fft_coefficient__coeff_81__attr_""abs""",0
"FTR33__fft_coefficient__coeff_81__attr_""angle""",0
"FTR33__fft_coefficient__coeff_81__attr_""imag""",0
"FTR33__fft_coefficient__coeff_81__attr_""real""",0
"FTR33__fft_coefficient__coeff_82__attr_""abs""",0
"FTR33__fft_coefficient__coeff_82__attr_""angle""",0
"FTR33__fft_coefficient__coeff_82__attr_""imag""",0
"FTR33__fft_coefficient__coeff_76__attr_""angle""",0
"FTR33__fft_coefficient__coeff_75__attr_""real""",0
"FTR33__fft_coefficient__coeff_69__attr_""abs""",0
"FTR33__fft_coefficient__coeff_75__attr_""imag""",0
"FTR33__fft_coefficient__coeff_69__attr_""angle""",0
"FTR33__fft_coefficient__coeff_69__attr_""imag""",0
"FTR33__fft_coefficient__coeff_69__attr_""real""",0
"FTR33__fft_coefficient__coeff_70__attr_""abs""",0
"FTR33__fft_coefficient__coeff_70__attr_""angle""",0
"FTR33__fft_coefficient__coeff_70__attr_""imag""",0
"FTR33__fft_coefficient__coeff_70__attr_""real""",0
"FTR33__fft_coefficient__coeff_71__attr_""abs""",0
"FTR33__fft_coefficient__coeff_71__attr_""angle""",0
"FTR33__fft_coefficient__coeff_71__attr_""imag""",0
"FTR33__fft_coefficient__coeff_71__attr_""real""",0
"FTR33__fft_coefficient__coeff_72__attr_""abs""",0
"FTR33__fft_coefficient__coeff_72__attr_""angle""",0
"FTR33__fft_coefficient__coeff_72__attr_""imag""",0
"FTR33__fft_coefficient__coeff_72__attr_""real""",0
"FTR33__fft_coefficient__coeff_73__attr_""abs""",0
"FTR33__fft_coefficient__coeff_73__attr_""angle""",0
"FTR33__fft_coefficient__coeff_73__attr_""imag""",0
"FTR33__fft_coefficient__coeff_73__attr_""real""",0
"FTR33__fft_coefficient__coeff_74__attr_""abs""",0
"FTR33__fft_coefficient__coeff_74__attr_""angle""",0
"FTR33__fft_coefficient__coeff_74__attr_""imag""",0
"FTR33__fft_coefficient__coeff_74__attr_""real""",0
"FTR33__fft_coefficient__coeff_75__attr_""abs""",0
"FTR33__fft_coefficient__coeff_75__attr_""angle""",0
"FTR33__fft_coefficient__coeff_48__attr_""real""",0
FTR8_min,0
"FTR33__fft_coefficient__coeff_48__attr_""angle""",0
FTR26_max_y,0
FTR31_max,0
FTR11_max_y,0
FTR11_max,0
FTR11_max_x,0
FTR31_max_y,0
FTR31_max_x,0
FTR15_max,0
FTR24_max,0
FTR24_max_x,0
FTR24_max_y,0
FTR15_max_x,0
FTR1_max,0
FTR3_max,0
FTR22_max,0
FTR1_max_y,0
FTR3_max_y,0
FTR37_max_y,0
FTR37_max_x,0
FTR1_max_x,0
FTR26_max_x,0
FTR24_sum,0
FTR25_max,0
FTR26_max,0
FTR6_sum,0
FTR13_skew_x,0
FTR13_skew_y,0
FTR19_skew,0
FTR13_skew,0
FTR22_skew_x,0
FTR34_max_x,0
FTR49_sum,0
FTR49_max,0
FTR3_sum,0
FTR1_sum,0
FTR26_sum,0
FTR49_max_y,0
FTR15_sum,0
FTR11_sum,0
FTR19_max_y,0
FTR19_sum,0
FTR19_max,0
FTR19_max_x,0
FTR3_max_x,0
FTR13_max,0
FTR19_std_x,0
FTR20_mean,0
FTR19_std_y,0
FTR27_std_y,0
FTR26_std_y,0
FTR15_std_y,0
FTR25_mean_y,0
FTR3_std,0
FTR1_std,0
FTR6_mean,0
FTR22_std,0
FTR25_std,0
FTR39_std,0
FTR13_std,0
FTR3_std_y,0
FTR20_std_y,0
FTR40_std_y,0
FTR1_std_y,0
FTR11_std,0
FTR6_std,0
FTR24_std,0
FTR40_mean,0
FTR20_std,0
FTR6_max,0
FTR40_std,0
FTR49_max_x,0
FTR25_max_y,0
FTR13_max_y,0
FTR22_max_y,0
FTR49_std,0
FTR25_max_x,0
FTR6_max_y,0
FTR39_max_x,0
FTR22_max_x,0
FTR6_max_x,0
FTR13_mean,0
FTR13_mean_y,0
FTR22_mean,0
FTR13_max_x,0
FTR7_mean,0
FTR25_mean,0
FTR19_std,0
FTR49_std_y,0
FTR26_std,0
FTR19_skew_y,0
FTR13_sum,0
FTR22_skew_y,0
FTR46_kurt2_y,0
FTR40_kurt2_y,0
FTR20_kurt2_y,0
FTR46_skew_x,0
FTR3_kurt2_y,0
FTR26_kurt2_y,0
FTR15_skew,0
FTR37_skew_y,0
FTR11_kurt2_y,0
FTR37_skew,0
FTR25_kurt,0
FTR4_kurt,0
FTR46_skew_y,0
FTR1_skew_x,0
FTR25_kurt2_x,0
FTR20_skew_x,0
FTR40_skew_x,0
FTR3_skew_x,0
FTR24_kurt2_y,0
FTR26_skew_x,0
FTR1_kurt2_y,0
FTR24_kurt2_x,0
FTR22_skew,0
FTR11_kurt2_x,0
FTR15_kurt,0
FTR1_kurt,0
FTR3_kurt,0
FTR24_kurt,0
FTR11_kurt,0
FTR37_kurt2_x,0
FTR26_kurt,0
FTR15_kurt2_y,0
"A0B0C0E0D0,A0B0C41E5D3_count",0
FTR49_kurt,0
"A0B0C6E0D0,A0B0C2E4D1_count",0
FTR46_kurt2_x,0
FTR49_kurt2_x,0
FTR1_kurt2_x,0
FTR20_kurt2_x,0
FTR40_kurt2_x,0
FTR3_kurt2_x,0
FTR26_kurt2_x,0
FTR49_kurt2_y,0
FTR6_kurt,0
FTR49_skew_x,0
FTR49_skew_y,0
FTR11_skew_x,0
FTR35_max_x,0
FTR19_kurt2_y,0
FTR22_kurt2_x,0
FTR4_skew_y,0
FTR6_skew_x,0
FTR4_kurt2_y,0
FTR22_kurt2_y,0
FTR4_skew,0
FTR13_kurt,0
FTR22_sum,0
FTR13_kurt2_y,0
FTR6_skew_y,0
FTR22_kurt,0
FTR6_skew,0
FTR19_skew_x,0
FTR20_sum,0
FTR40_sum,0
FTR13_kurt2_x,0
FTR25_sum,0
FTR24_skew,0
FTR6_kurt2_y,0
FTR19_kurt2_x,0
FTR3_skew,0
FTR40_skew_y,0
FTR1_skew_y,0
FTR24_skew_x,0
FTR49_skew,0
FTR3_skew_y,0
FTR26_skew_y,0
FTR19_kurt,0
FTR1_skew,0
FTR26_skew,0
FTR11_skew,0
FTR11_skew_y,0
FTR25_skew_x,0
FTR25_skew_y,0
FTR6_kurt2_x,0
FTR25_skew,0
FTR24_skew_y,0
FTR4_kurt2_x,0
FTR4_skew_x,0
FTR22_mean_y,0
FTR6_mean_y,0
"FTR33__fft_coefficient__coeff_48__attr_""abs""",0
"FTR33__agg_linear_trend__f_agg_""min""__chunk_len_50__attr_""rvalue""",0
"FTR33__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""stderr""",0
FTR33__autocorrelation__lag_0,0
"FTR33__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.2",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.4",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.6",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.8",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.4",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.6",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.8",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.6",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.8",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.8",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.2",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.4",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.6",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.8",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.4",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.6",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.8",0
"FTR33__agg_linear_trend__f_agg_""min""__chunk_len_50__attr_""stderr""",0
"FTR33__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""stderr""",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.8",0
"FTR33__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""stderr""",0
FTR37_min_y,0
FTR31_min,0
FTR31_min_y,0
FTR11_mean_x,0
FTR24_mean_x,0
FTR46_std_y,0
FTR46_mean,0
FTR25_min_x,0
FTR46_min_y,0
FTR22_min_x,0
FTR2_min_x,0
FTR39_min_x,0
FTR7_min_x,0
FTR21_min_x,0
FTR4_max_x,0
FTR40_min_x,0
FTR20_min_x,0
FTR16_min_x,0
"FTR33__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""rvalue""",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.6",0
"FTR33__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.8",0
FTR37_std_y,0
"FTR33__fft_coefficient__coeff_40__attr_""angle""",0
"FTR33__fft_coefficient__coeff_40__attr_""real""",0
"FTR33__fft_coefficient__coeff_41__attr_""imag""",0
"FTR33__fft_coefficient__coeff_41__attr_""real""",0
"FTR33__fft_coefficient__coeff_42__attr_""imag""",0
"FTR33__fft_coefficient__coeff_42__attr_""real""",0
"FTR33__fft_coefficient__coeff_43__attr_""angle""",0
"FTR33__fft_coefficient__coeff_43__attr_""real""",0
"FTR33__fft_coefficient__coeff_44__attr_""angle""",0
"FTR33__fft_coefficient__coeff_44__attr_""real""",0
"FTR33__fft_coefficient__coeff_45__attr_""abs""",0
"FTR33__fft_coefficient__coeff_45__attr_""angle""",0
"FTR33__fft_coefficient__coeff_45__attr_""imag""",0
"FTR33__fft_coefficient__coeff_46__attr_""abs""",0
"FTR33__fft_coefficient__coeff_46__attr_""angle""",0
"FTR33__fft_coefficient__coeff_46__attr_""imag""",0
"FTR33__fft_coefficient__coeff_46__attr_""real""",0
"FTR33__fft_coefficient__coeff_47__attr_""angle""",0
"FTR33__fft_coefficient__coeff_47__attr_""imag""",0
"FTR33__fft_coefficient__coeff_47__attr_""real""",0
"FTR33__fft_coefficient__coeff_40__attr_""imag""",0
"FTR33__fft_coefficient__coeff_0__attr_""imag""",0
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.2",0
"FTR33__fft_coefficient__coeff_0__attr_""angle""",0
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.4",0
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.6",0
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.8",0
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.4",0
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.6",0
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.8",0
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.6",0
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.8",0
"FTR33__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.8",0
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.2",0
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.4",0
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.6",0
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.8",0
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.4",0
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.6",0
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.8",0
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.6",0
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.8",0
"FTR33__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.8",0
FTR45_min_y,0
FTR45_min,0
FTR27_min_y,0
FTR1_mean,0
FTR26_mean,0
FTR22_std_x,0
FTR49_std_x,0
FTR25_min,0
FTR7_std_x,0
FTR6_min,0
FTR6_min_y,0
FTR13_mean_x,0
FTR37_mean,0
FTR25_min_y,0
FTR26_mean_y,0
FTR3_mean_y,0
FTR1_mean_y,0
FTR15_min,0
FTR15_min_y,0
FTR25_mean_x,0
FTR22_mean_x,0
FTR31_mean_y,0
FTR19_mean,0
FTR49_mean,0
FTR3_mean,0
FTR4_mean,0
FTR20_std_x,0
FTR13_std_y,0
FTR40_mean_y,0
FTR20_mean_y,0
FTR26_std_x,0
FTR31_std_x,0
FTR15_std_x,0
FTR25_std_y,0
FTR38_min_y,0
FTR6_std_y,0
FTR50_min,0
FTR24_std_y,0
FTR22_std_y,0
FTR3_std_x,0
FTR1_std_x,0
FTR11_std_y,0
FTR25_std_x,0
FTR6_std_x,0
FTR13_std_x,0
FTR40_std_x,0
FTR11_std_x,0
FTR24_std_x,0
FTR37_mean_y,0
FTR49_mean_y,0
FTR22_min_y,0
FTR2_min,0
FTR26_mean_x,0
FTR2_min_y,0
FTR10_min,0
FTR10_min_y,0
FTR8_min_y,0
FTR4_min,0
FTR46_max,0
FTR19_mean_x,0
FTR46_max_x,0
FTR46_max_y,0
FTR49_mean_x,0
FTR37_mean_x,0
FTR24_mean_y,0
FTR4_min_y,0
FTR11_mean_y,0
FTR37_min,0
FTR27_min,0
FTR1_mean_x,0
FTR3_mean_x,0
FTR29_min,0
FTR12_min_y,0
FTR6_mean_x,0
FTR46_sum,0
FTR12_min,0
FTR21_min,0
FTR40_mean_x,0
FTR20_mean_x,0
FTR19_mean_y,0
FTR21_min_y,0
FTR40_min,0
FTR11_mean,0
FTR20_min,0
FTR5_min_y,0
FTR14_min,0
FTR22_min,0
FTR14_min_y,0
FTR40_min_y,0
FTR20_min_y,0
FTR24_mean,0
FTR33__variance_larger_than_standard_deviation,0
